report_number,classification,date,latitude,longitude
1589,Class B,1979-11-16,47.05472,-121.8211
1591,Class B,1996-01-01,47.3724,-122.5819
1593,Class B,1980-04-16,47.15556,-122.4328
1612,Class B,1972-08-15,46.06333,-122.1967
1620,Class B,1969-03-09,46.3341,-121.7913
1647,Class B,1998-06-18,46.17861,-122.0514
1669,Class B,1998-08-28,47.8895,-121.8134
1680,Class B,1973-08-15,46.803,-122.4133
1681,Class B,1981-09-16,46.803,-122.4133
1684,Class B,1976-06-16,48.78056,-122.1483
1690,Class B,1996-11-01,46.5602,-121.1458
1691,Class B,1961-12-28,47.92528,-117.1153
1721,Class B,1975-04-16,48.2688,-121.705
1731,Class B,1978-04-30,47.0945,-122.0874
1766,Class B,1998-08-27,46.10444,-122.015
1815,Class B,2000-05-15,47.1608,-121.6594
1841,Class B,1994-09-10,47.41,-121.725
1895,Class B,1970-11-22,47.19944,-120.2758
1904,Class B,2001-03-04,46.10861,-122.1283
1917,Class B,2000-03-06,46.0675,-118.0519
1996,Class B,2004-10-16,47.2842,-121.0777
2268,Class B,2000-07-25,46.82167,-121.2764
2602,Class B,1970-04-14,47.7117,-121.1544
2760,Class B,2001-07-03,47.2641,-123.1583
3024,Class B,2001-08-11,46.1333,-121.8
3188,Class B,2001-08-15,45.9667,-121.6667
3379,Class B,1990-10-15,46.5347,-122.4275
3585,Class B,2001-08-01,47.85556,-121.9697
3613,Class B,2004-10-10,48.09725,-122.8241
3623,Class B,2001-10-12,48.40611,-118.9844
3673,Class B,2004-10-17,47.981,-117.6454
3759,Class B,2001-10-29,46.621,-121.0638
3786,Class B,2000-09-15,46.08515,-121.7064
3800,Class B,1999-09-06,46.1036,-121.7944
4323,Class B,1973-10-20,48.2775,-121.8078
4392,Class B,1982-07-11,48.72917,-121.6278
4403,Class B,1975-07-31,47.40667,-122.0375
4669,Class B,1970-07-01,46.37,-122.82
4985,Class B,2002-09-19,46.5256,-122.0252
5136,Class B,2004-12-07,47.3991,-121.1008
5162,Class B,2002-10-17,47.4822,-120.319
5176,Class B,2002-10-20,46.0969,-121.9191
5186,Class B,2005-01-20,47.8323,-120.718
5249,Class B,2004-10-13,47.9093,-118.9505
5725,Class B,2002-11-15,47.0586,-122.2864
5953,Class B,2003-04-23,45.88039,-121.1692
6058,Class B,2005-04-05,47.9477,-124.5301
6527,Class B,2003-06-21,47.8901,-121.3676
6559,Class B,2003-06-25,46.21583,-121.9192
6712,Class B,1994-06-15,48.9138,-119.7023
6814,Class B,2000-06-17,47.4645,-123.8979
6864,Class B,2003-08-15,48.9058,-121.6967
6990,Class B,2003-12-09,47.0228,-121.5497
7038,Class B,2002-11-02,46.7225,-121.6606
7439,Class B,1978-07-15,47.5958,-123.1208
7481,Class B,1981-05-31,46.79955,-122.2738
7580,Class B,2004-11-16,47.2293,-123.4898
7593,Class B,2005-02-05,45.723,-121.8864
8197,Class B,2004-06-08,47.23194,-122.885
8670,Class B,2004-05-25,47.46312,-121.4454
8978,Class B,2001-09-15,47.9237,-122.8531
9047,Class B,2002-10-15,48.247,-122.6916
9121,Class B,2004-07-22,47.40245,-121.5633
9128,Class B,2004-09-30,48.21095,-122.0262
9175,Class B,2004-08-18,47.33515,-121.4044
9447,Class B,2003-04-05,47.16145,-121.8943
9510,Class B,2004-09-20,48.08025,-123.7108
9665,Class B,1990-05-15,46.01665,-121.6669
9811,Class B,2004-11-12,46.44165,-122.3416
9850,Class B,2002-11-01,47.2055,-123.3958
9863,Class B,1997-05-15,46.0803,-121.7512
9868,Class B,1967-07-15,46.951,-122.2985
9929,Class B,2004-09-30,47.4352,-121.7812
10062,Class B,2004-12-18,46.988,-123.8647
10091,Class B,2004-10-11,48.1368,-123.7349
10258,Class B,1987-09-15,48.9294,-122.0247
10470,Class B,1993-08-02,46.0189,-121.7476
10646,Class B,2004-09-15,46.3751,-122.1301
10948,Class B,2003-07-13,48.78336,-122.2196
11040,Class B,2004-10-21,47.5532,-124.3324
11137,Class B,2005-03-31,46.8434,-123.2383
11186,Class B,2005-04-18,48.79056,-117.2833
11313,Class B,2005-04-17,47.2637,-120.2238
11554,Class B,2004-08-11,47.775,-120.715
11702,Class B,2005-07-08,46.74778,-121.3603
11930,Class B,1971-03-01,47.0849,-122.5926
12098,Class B,2005-09-15,47.86028,-123.9364
12138,Class B,2002-05-01,47.275,-122.195
12510,Class B,2005-09-12,47.71167,-121.1544
12523,Class B,2005-09-05,45.4549,-122.1761
12594,Class B,2005-10-29,46.92694,-124.1736
12655,Class B,2005-11-02,46.75861,-122.0297
12803,Class B,1981-06-01,46.09035,-121.9313
12844,Class B,2006-02-23,47.86697,-123.8796
12876,Class B,2005-10-15,46.93755,-123.8358
12929,Class B,2005-11-03,47.79222,-121.1958
12997,Class B,2005-12-03,48.66175,-121.3685
13063,Class B,2005-12-03,47.74435,-120.7426
13183,Class B,2005-08-19,46.13795,-122.3291
13487,Class B,2005-10-17,48.45809,-120.1611
13503,Class B,2005-07-27,48.86479,-117.3672
13721,Class B,2006-03-03,47.7504,-122.535
13816,Class B,1966-05-01,47.969,-123.582
15939,Class B,2006-09-12,46.14853,-121.5775
16053,Class B,2006-11-19,47.3978,-123.2008
16142,Class B,2006-10-06,48.71545,-119.0802
16276,Class B,2006-10-13,48.22336,-121.5777
16350,Class B,2006-10-18,48.3912,-119.7595
16416,Class B,2006-11-03,47.396,-123.1976
16518,Class B,2006-10-20,48.94655,-119.5423
16631,Class B,2006-08-19,48.45809,-120.1611
16644,Class B,1999-04-15,47.1144,-121.4844
17220,Class B,2000-09-01,48.1864,-122.2612
17240,Class B,2006-07-05,46.19328,-167.131
17432,Class B,2007-01-15,46.50511,-122.9316
17570,Class B,2006-08-01,48.32956,-119.187
17847,Class B,2005-10-12,47.6597,-122.105
19937,Class B,1982-07-15,46.74551,-121.8221
20435,Class B,1987-07-15,46.94445,-122.6893
20591,Class B,2007-09-10,46.74621,-122.0467
20923,Class B,2007-08-07,46.11887,-122.1931
21473,Class B,2007-09-03,46.40153,-121.8738
21807,Class B,2002-07-15,47.09685,-121.45
22017,Class B,2007-10-14,47.86405,-121.6738
22816,Class B,2008-01-28,47.74225,-122.5377
23017,Class B,2008-02-01,48.105,-121.905
23062,Class B,2005-07-16,47.55477,-121.5354
23068,Class B,2008-06-01,48.03632,-122.9539
23170,Class B,2005-03-01,48.11509,-121.9677
23300,Class B,1992-12-26,46.35099,-123.6886
23315,Class B,2006-04-16,45.99935,-121.4821
23460,Class B,2008-03-12,47.28435,-122.8665
23493,Class B,2008-03-31,47.32307,-61921560
24024,Class B,2004-06-12,46.63153,-123.2349
24216,Class B,2008-07-05,47.2331,-123.9878
24310,Class B,1983-08-06,47.1787,-122.2484
24373,Class B,2008-08-06,46.39019,-122.0303
24612,Class B,2008-08-24,47.00008,-121.9563
24714,Class B,1998-11-21,46.48441,-121.936
24835,Class B,2008-09-29,46.878,-122.3574
24876,Class B,2008-09-14,46.99857,-121.6321
25194,Class B,2008-11-26,45.9216,-121.718
25462,Class B,1980-08-15,47.71782,-123.0533
25621,Class B,2009-03-19,48.17107,-122.5089
25722,Class B,2006-10-14,48.51673,-118.5905
25882,Class B,2008-08-15,48.13025,-121.851
25976,Class B,2009-05-17,46.51479,-122.6361
25999,Class B,2008-10-05,46.52485,-121.2957
26035,Class B,2005-03-01,48.7844,-118.5545
26222,Class B,1995-07-01,48.95876,-118.4102
26353,Class B,2002-05-15,47.97205,-121.4008
26440,Class B,1979-07-15,46.31401,-124.0273
26572,Class B,2009-09-09,45.96578,-121.7576
26580,Class B,2009-09-12,46.38448,-122.5572
26759,Class B,2008-11-19,46.81398,-122.0571
27865,Class B,2010-06-09,46.49406,-122.5319
27897,Class B,1980-09-15,46.50105,-122.8722
27923,Class B,2010-06-25,46.75225,-122.0566
28087,Class B,2010-08-25,48.27646,-124.6802
28197,Class B,1977-10-01,46.98578,-122.6997
28207,Class B,2010-09-04,47.46872,-123.2259
28301,Class B,2000-10-15,46.55354,-122.2842
28307,Class B,2010-09-25,45.83632,-121.921
28409,Class B,2002-06-15,46.50835,-123.0235
28485,Class B,2011-01-25,47.29435,-123.1267
28487,Class B,2011-01-11,47.41995,-123.2005
28532,Class B,2010-11-17,46.82742,-123.7095
28739,Class B,2011-01-16,47.94485,-123.5436
28823,Class B,2011-01-25,47.77293,-122.5552
28856,Class B,2011-02-04,46.86044,-122.7043
29045,Class B,2008-10-01,48.60844,-118.4379
29170,Class B,2011-04-26,47.90079,-121.6692
29303,Class B,2011-05-20,46.97441,-122.6317
29700,Class B,2001-04-20,46.71103,-123.4013
29975,Class B,1993-04-15,47.147,-122.6028
30459,Class B,2011-08-17,48.6584,-119.8428
30670,Class B,2009-07-06,47.7925,-122.1676
31052,Class B,2011-11-09,48.58177,-120.8032
31427,Class B,1978-08-15,48.19984,-120.7744
31749,Class B,2011-07-03,46.68102,-121.6014
32696,Class B,2012-01-22,46.59632,-122.5308
33793,Class B,1949-09-15,48.9651,-120.5949
33867,Class B,1981-05-15,46.48508,-122.7372
34479,Class B,2007-03-15,47.6633,-122.1253
35669,Class B,2012-06-02,47.19006,-124.199
36310,Class B,2012-05-18,46.75953,-122.0246
36618,Class B,2012-10-07,47.04433,-121.4234
36647,Class B,2012-08-25,48.04725,-121.4469
36726,Class B,2012-09-22,47.83843,-120.55
37307,Class B,2000-09-02,48.0744,-121.7915
38013,Class B,1995-12-15,44.83931,-120.5688
38046,Class B,2008-09-13,48.02073,-121.3552
38413,Class B,2012-10-15,47.06045,-122.157
39610,Class B,2012-05-02,48.57806,-119.6985
39858,Class B,1971-10-15,48.0835,-121.9683
40378,Class B,1982-01-23,47.6653,-122.9714
41111,Class B,2009-07-26,46.96189,-124.1692
41825,Class B,2013-08-07,48.10892,-121.5186
42408,Class B,1982-11-15,47.49367,-123.8859
43823,Class B,1998-11-07,46.46447,-121.5314
43911,Class B,1974-09-15,48.07834,-121.7363
44489,Class B,2003-07-01,47.8465,-122.1357
47470,Class B,2010-09-15,47.5505,-117.167
48797,Class B,2013-06-02,46.64191,-122.4607
50160,Class B,2012-06-01,47.09982,-122.6246
50212,Class B,2004-10-15,48.36624,-117.9368
50659,Class B,1970-10-15,48.40859,-119.0709
50678,Class B,1997-06-24,46.958,-122.6755
57182,Class B,2010-09-15,46.6979,-121.5094
58031,Class B,1980-05-18,45.96384,-121.6095
59099,Class B,1997-06-15,45.94002,-121.7582
59331,Class B,2006-08-19,48.37697,-121.8281
60969,Class B,2013-07-15,48.15997,-118.0387
1432,Class B,1976-07-10,45.5258,-91.87774
2797,Class B,1999-02-18,45.43522,-88.12464
4761,Class B,1994-10-15,43.06171,-90.1687
4789,Class B,2002-08-19,46.05229,-92.30575
5516,Class B,2001-07-15,45.7264,-89.8741
8435,Class B,1985-10-01,45.776,-92.683
9295,Class B,1997-08-15,43.1575,-88.1255
9717,Class B,2001-10-15,46.0484,-89.66195
9980,Class B,2005-01-06,45.94,-90.46
10609,Class B,1991-07-20,45.9555,-89.7384
11026,Class B,2004-11-16,46.6425,-91.1713
14987,Class B,2004-04-15,44.4723,-90.7167
16564,Class B,2006-11-09,43.251,-88.3245
19917,Class B,2007-06-27,46.59847,-90.90444
23496,Class B,2003-04-15,44.69867,-87.49564
24508,Class B,2008-08-18,46.25961,-91.10812
25082,Class B,1968-08-15,45.02176,-88.5233
27429,Class B,2010-03-10,43.8708,-89.18135
28008,Class B,2010-07-05,42.97569,-88.44846
28065,Class B,2008-10-26,45.95359,-88.38782
28993,Class B,1981-04-15,45.05592,-87.63705
32402,Class B,2011-11-05,45.87116,-89.66046
34240,Class B,2012-02-18,44.42315,-89.7793
36381,Class B,2012-09-01,42.51519,-87.52243
38005,Class B,2012-11-05,43.13145,-90.2787
38361,Class B,1999-11-21,45.75095,-446665.2
38662,Class B,2012-12-19,44.4308,-89.7715
39031,Class B,2009-10-15,43.89418,-87.94178
39095,Class B,2012-11-13,44.2045,-442106.6
39314,Class B,1976-07-15,42.86631,-87.84023
40718,Class B,2011-10-28,42.95915,-89.6816
41514,Class B,2013-06-26,45.941,-89.21035
41734,Class B,1989-09-30,42.9633,-89.66375
43211,Class B,2000-06-10,43.85809,-89.81407
43648,Class B,1975-11-01,43.425,-88.68
43915,Class B,2012-11-21,43.1573,-90.7109
46742,Class B,2007-10-30,46.42085,-91.2421
48359,Class B,2008-05-10,46.67915,-90.86665
203,Class B,2000-07-23,39.06881,-79.32608
439,Class B,1998-11-01,38,-81
1200,Class B,1980-07-01,38.38096,-82.52633
1203,Class B,1998-08-01,37.46292,-81.60155
1204,Class B,1997-12-01,38.27832,-80.51534
2786,Class B,2001-06-15,38.46118,-82.07358
3582,Class B,1960-11-15,38.5464,-82.25949
3826,Class B,1999-07-01,38.90203,-79.33517
4237,Class B,1975-07-04,37.80531,-81.14714
7241,Class B,2001-01-20,38.8448,-82.0849
7474,Class B,1991-10-19,38.7084,-79.7802
7727,Class B,2004-01-01,38.6934,-79.5653
8796,Class B,2001-10-16,38.8554,-79.3999
11432,Class B,2005-04-13,38.10833,-80.17528
11828,Class B,2004-06-05,39.61958,-81.14833
12862,Class B,2005-10-09,39.6723,-80.5621
13083,Class B,2005-04-09,38.10785,-80.19044
13122,Class B,1996-10-11,38.7016,-79.52835
13141,Class B,2005-05-30,39.05,-79.98335
13312,Class B,2005-12-12,39.51,-80.985
14037,Class B,2006-05-16,38.8317,-81.5784
14739,Class B,2004-10-30,38.20065,-80.17294
15250,Class B,2006-07-16,38.7365,-81.0321
15475,Class B,2003-05-10,39.6716,-79.9442
16228,Class B,1990-06-10,37.75415,-82.0029
17449,Class B,2007-01-09,39.9433,-79.665
18793,Class B,2007-05-20,38.8762,-79.95695
23211,Class B,1985-07-12,38.312,-80.429
23648,Class B,2008-03-18,37.6665,-81.1447
24494,Class B,2008-08-02,38.55,-79.98
25062,Class B,1994-11-05,38.788,-79.495
26279,Class B,2002-08-13,39.355,-80.915
26354,Class B,2009-07-22,37.515,-81.8
28382,Class B,2008-10-15,38.3248,-82.4438
30154,Class B,2010-11-01,38.57502,-79.18524
35244,Class B,2012-04-27,38.712,-79.7773
36662,Class B,2012-08-30,38.52026,-79.33413
36700,Class B,2012-06-15,38.7201,-79.7927
37565,Class B,2012-11-19,38.6492,-79.26241
39812,Class B,2000-07-15,38.9706,-79.4123
41880,Class B,2013-08-14,38.93027,-79.68047
42321,Class B,1990-08-08,40.29,-80.585
2216,Class B,2000-07-20,44.49817,-109.6429
6037,Class B,2002-09-14,42.4829,-110.5979
6951,Class B,2003-04-20,42.4914,-110.9967
13033,Class B,1998-11-02,44.4165,-104.1665
483,Class C,1996-04-15,33.94175,-86.17965
1830,Class C,1975-08-25,34.1288,-86.68
4096,Class C,1980-01-01,33.1075,-92.33472
2779,Class C,1981-02-15,32.71528,-117.1564
25381,Class C,2004-09-15,28.21492,-82.4524
444,Class C,1986-04-15,33.4996,-84.5422
2806,Class C,1980-11-15,37.745,-89.3595
3467,Class C,1968-08-15,37.846,-89.0111
3471,Class C,1972-09-15,38.4975,-88.9094
3472,Class C,1973-06-06,38.809,-89.918
1208,Class C,1982-03-14,47.17833,-111.9744
1649,Class C,1989-07-13,47.03222,-114.0906
1700,Class C,1984-10-27,48.03278,-105.8642
4156,Class C,1980-09-15,31.87791,-94.89986
4159,Class C,1995-11-15,31.22333,-94.96611
175,Class C,2000-07-30,47.47745,-121.0415
945,Class C,1999-03-19,47.57778,-124.2933
1387,Class C,1983-08-17,47.5103,-122.0456
3044,Class C,1975-09-10,43.98694,-91.33662
