report_number,classification,date,latitude,longitude
4307,Class A,1971-06-30,40.6807,-80.57164
4409,Class A,2002-05-16,39.28537,-81.85331
4484,Class A,1978-07-01,40.67979,-81.51075
4498,Class A,2002-06-01,39.74961,-84.09158
4556,Class A,1977-01-01,41.34728,-84.54476
4557,Class A,1997-06-01,39.89203,-83.00142
4558,Class A,1998-10-15,40.17699,-81.63656
4659,Class A,2002-07-14,39.37509,-84.79429
4672,Class A,2001-06-06,39.37215,-84.80138
4731,Class A,1981-07-01,41.7164,-81.1438
4760,Class A,2002-07-18,40.6445,-83.6118
4762,Class A,2002-08-04,41.5325,-81.1351
4837,Class A,1976-11-01,41.81902,-80.58163
4951,Class A,1997-09-30,40.39103,-80.6937
4952,Class A,1988-12-31,40.2831,-80.78826
4953,Class A,1968-08-01,40.00915,-82.67252
4959,Class A,1972-08-01,41.1174,-80.9835
4964,Class A,1999-12-22,39.17257,-83.26393
4970,Class A,1977-05-18,39.70042,-84.62567
4973,Class A,1998-09-01,40.61236,-82.48699
4976,Class A,1990-10-01,38.83628,-83.12873
4977,Class A,1978-08-21,40.74451,-81.0758
4978,Class A,2000-02-01,41.36755,-80.76735
4983,Class A,1971-08-01,39.38745,-81.67339
5030,Class A,1992-01-15,40.75872,-81.19895
5229,Class A,2004-06-25,38.79215,-82.93085
5267,Class A,1998-10-01,41.23638,-81.62379
5311,Class A,1983-05-01,40.04792,-83.5556
5333,Class A,2004-08-29,40.60787,-82.26236
5977,Class A,2000-05-01,39.10611,-83.0363
6062,Class A,1986-10-01,38.74899,-82.97854
6313,Class A,2003-05-11,39.64193,-82.1013
6330,Class A,2003-05-01,41.03,-82.0101
6620,Class A,2001-07-16,40.68935,-80.57593
6722,Class A,2003-07-26,39.90416,-81.98721
6804,Class A,1986-06-01,39.49695,-84.45905
6900,Class A,2001-11-01,40.77972,-80.64831
7026,Class A,1963-07-01,40.85035,-82.29486
7085,Class A,1990-07-01,39.3731,-81.65929
7133,Class A,1980-07-01,39.49265,-83.11422
7220,Class A,1978-11-01,39.54739,-81.39101
7224,Class A,2003-10-10,41.13356,-81.17155
7425,Class A,1958-11-01,40.92276,-82.44401
7431,Class A,1978-09-01,41.10765,-81.4311
7436,Class A,2003-11-22,40.80725,-84.21719
7718,Class A,2003-09-03,39.89172,-84.14493
7803,Class A,1980-07-01,39.4484,-82.2244
7932,Class A,2002-12-01,39.20212,-83.13585
7936,Class A,2000-06-29,39.74107,-82.70263
7940,Class A,1980-08-25,38.54852,-82.66616
7973,Class A,2001-09-25,41.06648,-81.96419
7995,Class A,2000-05-25,39.17029,-82.47604
8017,Class A,1987-10-01,39.14299,-82.41166
8042,Class A,1996-10-25,40.08946,-81.69818
8236,Class A,1984-01-15,40.05998,-82.28814
8394,Class A,1979-05-01,39.48219,-82.32669
8406,Class A,1978-08-01,40.7343,-81.15622
8446,Class A,2004-03-25,40.6559,-83.9374
8494,Class A,1976-08-01,40.54605,-81.26217
8587,Class A,1976-09-01,41.02572,-81.77677
8778,Class A,2000-10-01,41.06019,-81.79669
8785,Class A,2004-05-01,40.42591,-80.6616
8836,Class A,1978-02-05,41.44442,-81.20629
8944,Class A,1978-06-20,40.46339,-82.82576
9129,Class A,2004-08-07,41.42579,-80.89096
9188,Class A,2004-08-18,40.1218,-81.5117
9281,Class A,2004-08-17,39.92781,-81.61014
9537,Class A,2002-08-15,40.5896,-82.82214
10330,Class A,2003-02-18,39.96627,-83.51394
10729,Class A,1992-09-20,41.12012,-81.81317
10766,Class A,2005-02-24,41.57231,-81.22075
10861,Class A,1976-07-15,40.26494,-83.0556
10863,Class A,2005-01-13,40.50945,-82.87663
10925,Class A,1991-02-24,38.60551,-82.71107
11771,Class A,2005-05-30,40.71737,-81.18352
14646,Class A,1987-05-15,40.08159,-83.0337
15885,Class A,1995-01-04,41.29621,-81.5745
23125,Class A,1998-07-01,41.05304,-80.51186
24141,Class A,2003-05-15,40.10801,-81.56232
25715,Class A,2005-09-14,41.2584,-81.56255
25961,Class A,1986-07-27,38.81772,-83.80582
26369,Class A,2005-02-15,39.63662,-84.36874
26709,Class A,2001-09-30,41.09087,-80.77592
26997,Class A,1988-09-15,40.36831,-81.32809
27613,Class A,2009-08-12,40.95818,-80.97507
28820,Class A,1994-02-12,41.15384,-81.1124
28912,Class A,2011-02-22,38.9264,-82.14285
29158,Class A,2008-06-20,40.47672,-81.39331
30035,Class A,2011-07-15,41.81287,-80.95952
31852,Class A,2011-06-04,41.23739,-81.60576
32620,Class A,1983-11-28,40.28488,-81.58699
33014,Class A,1973-08-30,40.63606,-80.53528
33979,Class A,2009-02-06,40.04342,-84.04518
36830,Class A,2012-06-28,40.61286,-82.17295
39158,Class A,2004-07-01,41.5621,-81.22853
39360,Class A,2012-06-21,40.61286,-82.17295
41232,Class A,2013-05-05,40.10348,-81.50933
42745,Class A,2011-09-09,40.79438,-81.31219
48372,Class A,1994-11-05,40.01784,-80.93318
49813,Class A,1985-08-15,41.40985,-82.11172
59396,Class A,2013-06-01,39.0895,-82.8342
742,Class A,1992-06-17,34.29861,-96.30222
1296,Class A,1997-09-28,35.70166,-95.70208
1297,Class A,1997-07-15,33.89444,-96.75361
1298,Class A,1997-07-07,35.74111,-97.479
1299,Class A,2000-01-28,34.39639,-95.01167
1302,Class A,2000-07-01,34.44333,-94.65639
1305,Class A,1992-03-01,34.9575,-98.31556
1506,Class A,2000-01-28,34.61361,-94.84861
2018,Class A,2004-12-14,34.78833,-94.70667
2032,Class A,1996-10-31,34.495,-96.972
2041,Class A,2001-03-26,35.92806,-94.83
2788,Class A,1997-12-30,36.02306,-97.1225
3042,Class A,1999-10-03,35.50556,-98.575
3731,Class A,2002-02-06,34.86111,-96.66528
3964,Class A,2002-04-29,35.10278,-98.34056
4081,Class A,1982-01-15,35.64389,-97.45694
4134,Class A,1997-11-15,35.97389,-97.03333
4532,Class A,2002-06-27,34.59583,-94.55944
5620,Class A,2003-10-20,36.91528,-95.80417
5681,Class A,2003-01-31,35.86972,-96.968
5817,Class A,2003-02-11,35.27056,-95.97
6513,Class A,2003-06-13,35.33389,-98.13028
6541,Class A,2004-12-21,34.11306,-95.62278
6644,Class A,1974-11-04,35.26808,-96.60222
7062,Class A,2003-10-09,36.18889,-95.74556
7473,Class A,2003-11-29,35.27639,-97.33528
8381,Class A,2004-03-26,35.42014,-97.21555
8543,Class A,2004-04-30,34.689,-94.7325
8591,Class A,2004-05-03,35.7575,-95.60667
8678,Class A,2004-05-14,34.92333,-95.26167
9376,Class A,2004-09-24,35.24194,-97.5625
9765,Class A,1973-09-28,35.3011,-99.1702
10074,Class A,2004-12-22,33.82444,-97.07361
10234,Class A,2005-01-10,34.62944,-98.62833
10595,Class A,2005-02-10,34.81417,-95.65417
12204,Class A,2005-07-07,35.68583,-97.00389
12712,Class A,1986-08-25,35.36895,-95.97023
13348,Class A,2004-10-12,34.25,-96.21
25703,Class A,2009-03-25,34.36778,-94.68028
26226,Class A,2009-06-19,35.2933,-95.94727
26543,Class A,2009-08-07,36.62116,-96.12164
26554,Class A,2009-09-08,36.03501,-96.36707
26767,Class A,2009-10-04,34.21174,-96.63857
27206,Class A,2010-01-25,34.76134,-98.61497
27477,Class A,1979-09-06,36.4168,-94.78227
34555,Class A,1966-08-15,36.13222,-95.79677
34657,Class A,2012-03-18,34.4082,-94.38045
35459,Class A,2012-05-15,35.0271,-94.66875
36011,Class A,1987-03-19,34.38638,-98.99414
57435,Class A,2001-03-16,36.94679,-94.71512
63286,Class A,2000-06-10,35.325,-95.0585
65296,Class A,2010-08-14,34.021,-94.4435
109,Class A,1995-07-10,45.65125,-121.9123
191,Class A,1984-07-31,45.63606,-123.3471
531,Class A,1994-10-15,45.63893,-122.8889
548,Class A,2000-10-30,45.06215,-123.7027
553,Class A,1980-10-04,44.55505,-123.3604
604,Class A,1971-06-25,45.4237,-122.3876
673,Class A,2000-07-15,44.27795,-121.9524
690,Class A,1998-08-02,45.5891,-123.5469
694,Class A,1991-07-15,45.3233,-118.2742
702,Class A,1997-11-10,45.59669,-123.3768
707,Class A,1995-07-15,45.12545,-122.533
980,Class A,2001-03-05,45.84175,-117.991
1031,Class A,1980-02-15,40.1,-124.2
1065,Class A,2001-03-20,45.99215,-118.0811
1318,Class A,1976-08-25,44.39104,-118.9491
1635,Class A,1976-06-15,45.5,-118.42
1720,Class A,1986-08-14,42.82,-124.53
1829,Class A,2000-10-15,45.48204,-122.9903
2102,Class A,1997-09-13,45.75449,-123.866
2628,Class A,1976-07-15,44.8633,-122.6397
2841,Class A,2001-03-17,42.07,-124.3
2900,Class A,2001-06-04,42.08,-124.3
3050,Class A,1970-10-14,45.3725,-121.5835
3295,Class A,1980-09-05,43.225,-123.175
3297,Class A,1995-11-14,43.54165,-123.875
3441,Class A,2001-11-29,45.33175,-121.9139
3624,Class A,2002-01-09,45.55364,-122.1884
3702,Class A,1975-07-01,42.375,-123.3833
4475,Class A,1978-08-29,45.3894,-122.4163
4481,Class A,2002-06-08,42.39031,-123.449
4595,Class A,1977-03-19,44.23861,-122.0505
4846,Class A,2002-08-24,44.58335,-123.4166
5100,Class A,2002-09-24,45.63923,-121.8735
5505,Class A,2002-12-17,45.46571,-118.875
5529,Class A,1984-08-17,44.19167,-123.975
5610,Class A,2002-10-24,44.42565,-121.726
7124,Class A,1976-06-30,45.9957,-118.1253
7263,Class A,1994-04-15,44.2157,-121.4755
7298,Class A,1980-08-15,43.5705,-121.8955
7366,Class A,2003-11-08,43.6165,-122.1
7537,Class A,2003-12-08,45.0608,-123.694
7562,Class A,1973-11-15,44.825,-118.415
7662,Class A,1984-08-15,45.0837,-122.4888
7789,Class A,1979-10-15,45.5145,-122.3352
8025,Class A,1983-07-01,42.8673,-122.1629
8227,Class A,2002-10-15,43.3029,-123.1611
8392,Class A,2002-07-20,42.24165,-123.6416
8745,Class A,1949-08-15,43.2547,-124.0598
8986,Class A,2004-07-03,42.6,-122.475
9109,Class A,2001-09-08,45.274,-121.6796
9248,Class A,2004-08-28,43.3622,-122.1814
9352,Class A,2004-09-19,43.08929,-122.0802
9393,Class A,1991-10-15,43.5251,-123.311
9604,Class A,2004-09-15,44.9723,-118.3692
9785,Class A,1983-06-15,44.8464,-121.1537
9797,Class A,1996-05-20,45.0018,-117.2022
10095,Class A,1985-12-15,45.5789,-118.6016
10097,Class A,1993-09-15,46.19945,-123.9513
10977,Class A,1978-12-18,43.9311,-124.1214
11016,Class A,1976-09-01,42.1533,-123.5381
11147,Class A,1978-02-15,46.2262,-124.0133
11818,Class A,2003-06-15,44.7679,-122.095
11886,Class A,2005-07-09,44.56625,-121.6384
12019,Class A,2005-06-15,42.354,-123.4034
12021,Class A,1956-07-15,43.31815,-122.1954
12216,Class A,1993-06-15,45.33,-121.9165
13653,Class A,1995-08-14,45.145,-123.972
13729,Class A,1974-11-15,42.28445,-124.2148
15067,Class A,1995-10-15,44.915,-122.585
15746,Class A,1994-09-15,45.6605,-118.5654
22996,Class A,2002-08-20,43.2073,-123.5585
23771,Class A,1975-10-25,42.02106,-123.2725
24399,Class A,1982-10-20,45.06881,-123.6956
24631,Class A,2008-08-25,45.31061,-121.8388
24826,Class A,1996-01-15,45.0295,-121.9584
24882,Class A,2008-08-10,44.95023,-122.2347
26646,Class A,2006-11-15,42.16024,-123.6216
26718,Class A,2009-10-05,45.8417,-121.7084
36370,Class A,2012-08-31,44.40946,-122.1322
37044,Class A,1978-08-15,43.48257,-121.9104
42352,Class A,2004-10-29,43,-124.43
58004,Class A,1982-08-24,45.43806,-118.0883
63738,Class A,1982-07-31,45.54478,-121.5449
64019,Class A,1997-06-15,45.46429,-123.0697
64111,Class A,2011-10-21,42.12363,-122.339
8633,Class A,2004-05-09,41.7655,-77.8768
9546,Class A,1963-10-01,41.9548,-78.65621
9607,Class A,1994-10-15,40.05148,-79.56702
10632,Class A,1978-08-21,40.97015,-78.42314
11228,Class A,1985-06-15,40.357,-79.8765
11506,Class A,1977-10-15,41.91826,-80.54177
12034,Class A,2005-07-01,41.4065,-76.804
12951,Class A,1961-07-01,39.76366,-77.27178
13714,Class A,2006-01-30,40.5833,-79.9167
14358,Class A,1921-01-14,41.01865,-78.377
14677,Class A,2006-09-02,40.5258,-79.6575
14707,Class A,2008-01-27,40.6166,-80.0107
15306,Class A,2007-11-03,40.5278,-79.7668
19170,Class A,2007-09-17,40.4225,-75.06665
19589,Class A,2007-07-22,40.52825,-80.25475
21962,Class A,2007-10-24,40.37726,-75.37814
23956,Class A,1967-09-14,40.32247,-79.16817
24442,Class A,2008-08-15,41.115,-75.205
24731,Class A,2008-09-13,41.12782,-78.5826
26888,Class A,1973-09-12,41.97226,-78.66863
43758,Class A,1988-10-15,41.02176,-74.53322
48013,Class A,1978-10-15,41.21365,-80.26563
51283,Class A,2010-06-05,41.51954,-78.87955
6496,Class A,1974-09-20,41.45,-71.5
6643,Class A,1978-07-15,41.432,-71.65183
15923,Class A,1998-10-15,41.98067,-71.6568
2549,Class A,1985-08-15,36.86345,-79.65835
9475,Class A,2003-10-17,34.59,-80.3891
11487,Class A,1974-04-18,33.72,-78.9211
12205,Class A,2005-11-25,32.98597,-81.61264
13170,Class A,2005-12-05,34.65375,-83.11639
13673,Class A,1970-06-24,33.007,-80.156
14154,Class A,2006-03-13,34.374,-80.074
16962,Class A,1981-07-11,34.52414,-82.38998
17306,Class A,2007-01-14,33.096,-80.316
18632,Class A,1978-06-08,33.245,-81.359
23314,Class A,1998-09-01,34.08725,-79.1246
24235,Class A,1991-12-06,34.53654,-81.70052
26029,Class A,1975-07-01,34.45025,-82.56786
41739,Class A,2003-04-15,34.9533,-81.56005
5173,Class A,2002-12-04,43.35851,-102.3971
13691,Class A,2003-11-01,43.4471,-101.7312
16557,Class A,2006-11-04,43.89875,-103.4966
29455,Class A,2006-11-14,43.37663,-99.1903
3008,Class A,2000-08-03,35.2597,-84.28315
6461,Class A,1994-12-01,35.537,-89.63499
6638,Class A,2003-07-16,35.11417,-86.465
8060,Class A,2005-01-10,36.09583,-89.48666
9254,Class A,2004-11-22,35.20416,-87.19556
10486,Class A,1994-10-15,35.94,-87.25375
10771,Class A,1986-10-14,35.1013,-84.3046
10783,Class A,1988-08-15,35.988,-86.5101
10814,Class A,2004-12-14,35.5559,-84.0475
11765,Class A,1987-07-11,36.12318,-87.38542
15060,Class A,2006-07-10,35.18597,-84.48414
16970,Class A,1987-03-14,35.3538,-84.0458
22572,Class A,1980-06-10,35.6753,-86.7074
23645,Class A,1970-04-01,35.68449,-83.53575
23823,Class A,1987-10-01,35.10615,-86.46987
24419,Class A,1987-07-10,36.1124,-87.4769
24667,Class A,2008-08-30,35.4745,-83.3032
25432,Class A,1978-06-17,36.26451,-89.25397
25440,Class A,1966-04-15,36.30155,-86.60155
25592,Class A,1986-05-24,36.5802,-86.5104
27522,Class A,2009-12-14,36.19746,-84.66167
28005,Class A,2010-07-16,36.25466,-86.15759
29223,Class A,1979-05-12,35.5506,-4319942
31005,Class A,2005-06-01,35.97231,-84.88466
32537,Class A,2011-09-09,35.30146,-85.07263
37267,Class A,2012-11-11,36.15588,-82.38587
62358,Class A,1986-06-14,36.3065,-84.34
63689,Class A,2007-06-15,36.16488,-89.03873
400,Class A,2003-10-17,32.7,-98.03333
448,Class A,2000-07-05,36,-100.5
1063,Class A,2003-10-22,32.13972,-95.32
1526,Class A,1968-10-18,31.30853,-94.76362
1527,Class A,1979-08-25,32.15,-97.5
2048,Class A,1996-12-22,32.7943,-95.5425
2049,Class A,1996-12-31,30.75,-95.37666
2050,Class A,1975-07-04,30.61667,-95.52722
2159,Class A,1976-10-01,32.58125,-94.86958
2237,Class A,2003-10-10,33.29083,-97.8375
2379,Class A,2003-10-22,31.90791,-95.01264
2394,Class A,1990-05-30,33.48028,-97.04361
2399,Class A,1979-04-15,32.68,-94.3
2400,Class A,1980-06-30,31.35833,-95.48833
4137,Class A,1977-08-15,31.11611,-98.055
4138,Class A,1983-07-15,30.23333,-95.60834
4140,Class A,2000-02-15,31.27278,-102.6922
4141,Class A,1964-04-15,30.73861,-94.89778
4142,Class A,1987-11-15,33.67056,-95.06667
4143,Class A,1982-04-15,33.64555,-95.16028
4144,Class A,1998-01-11,31.91708,-94.63458
4158,Class A,1988-10-15,33.16972,-99.18778
4206,Class A,2001-09-11,30.52361,-95.58334
4337,Class A,1996-12-15,33.48,-95.76861
4994,Class A,2004-08-30,32.57306,-95.80556
6007,Class A,2003-10-08,32.27444,-94.965
6937,Class A,2003-10-08,30.77722,-103.7439
6941,Class A,2003-10-21,33.13333,-98.35
7168,Class A,2003-11-16,33.845,-95.19722
7505,Class A,2003-11-29,32.68945,-94.59222
7519,Class A,2003-12-08,33.46333,-95.8775
7534,Class A,2003-12-10,32.17194,-97.54944
7546,Class A,2003-12-12,32.35306,-94.90528
7548,Class A,2003-12-12,30.775,-94.41528
7568,Class A,2003-12-16,33.26222,-95.82056
7632,Class A,2003-12-24,32.94722,-96.10222
7649,Class A,2003-12-28,32.04361,-94.37444
7653,Class A,2005-02-01,31.06278,-102.3881
7664,Class A,2003-12-29,33.19944,-96.00306
7670,Class A,2003-12-30,32.33528,-94.7375
7679,Class A,2003-12-31,33.69,-96.84806
7758,Class A,2004-01-13,33.82083,-95.83639
7836,Class A,2004-11-19,31.45417,-100.4161
7907,Class A,2004-01-30,33.61666,-95.90694
8038,Class A,2004-02-19,33.71472,-96.78917
8039,Class A,2004-02-19,33.28333,-94.35722
8067,Class A,2004-02-22,32.8,-94.16666
8083,Class A,2002-11-02,33.66666,-95.27361
8107,Class A,2004-02-27,32.62194,-94.2
8108,Class A,2004-02-27,32.62389,-94.52
8117,Class A,2004-02-28,32.58333,-94.15
8376,Class A,2004-03-25,32.69028,-95.61056
8441,Class A,2004-05-04,30.26667,-94.85
8530,Class A,2004-04-24,30.38667,-98.08611
8547,Class A,2004-04-11,32.05806,-94.2
8790,Class A,2004-06-03,30.26861,-94.79333
8857,Class A,2004-06-15,30.10305,-94.82
9036,Class A,2004-07-22,30.08333,-94.86667
9038,Class A,2004-08-16,32.51667,-94.9
9137,Class A,2004-08-10,33.07639,-94.25694
9169,Class A,2004-08-19,29.88528,-94.83334
9305,Class A,2004-09-12,30.475,-95.09167
9312,Class A,2004-09-12,29.17805,-96.29222
9315,Class A,2002-04-29,29.38333,-96.25
9367,Class A,2004-09-22,29.02611,-96.71
9385,Class A,2004-10-03,32.24083,-101.3903
9387,Class A,2004-09-26,30.72028,-93.61667
9436,Class A,2004-10-03,32.18333,-95.21667
9810,Class A,2004-11-20,32.78611,-97.83334
9862,Class A,2004-11-26,30.41667,-94.86667
9867,Class A,2004-11-26,32.01667,-94.68333
9879,Class A,2004-11-27,33.03333,-94.72334
9924,Class A,2004-12-03,32.16139,-95.6
10157,Class A,2005-01-18,32.01083,-94.14306
10272,Class A,2005-01-17,30.01667,-94.85
10273,Class A,2005-01-17,28.97944,-96.01666
10407,Class A,2005-01-28,30.6,-95.63
10438,Class A,2005-02-02,30.40833,-95.00833
10506,Class A,1983-12-24,30.41667,-93.94
10591,Class A,2004-01-08,30.63333,-95.3
10733,Class A,2002-04-17,30.31667,-95.32
11260,Class A,2005-03-19,32.04417,-98.09234
11325,Class A,2005-04-18,30.71139,-94.70139
11389,Class A,2005-04-21,33.09625,-94.32139
11543,Class A,2005-05-02,30.3343,-95.28653
11592,Class A,2004-12-27,33.77528,-97.05903
11687,Class A,2005-06-15,31.0232,-94.47903
13028,Class A,2003-01-15,30.83315,-93.972
13833,Class A,1981-11-25,30.8,-93.7
14376,Class A,1969-07-20,32.8269,-98.3298
14567,Class A,2001-06-15,31.6212,-95.6669
14638,Class A,2006-02-01,32.85232,-95.46671
19073,Class A,2004-10-20,33.36867,-95.23958
20685,Class A,2007-12-20,31.1683,-95.59745
21438,Class A,2007-08-13,30.12615,-93.8117
21850,Class A,2006-10-21,34.93243,-101.667
24529,Class A,2008-09-15,29.56835,-98.68465
24539,Class A,1981-04-30,31.82347,-95.37101
24905,Class A,1980-04-19,30.302,-95.10654
24970,Class A,1979-08-15,31.2371,-94.45095
26504,Class A,2009-08-25,31.93425,-96.12524
27237,Class A,1990-05-18,30.43703,-95.12381
27564,Class A,1988-04-15,32.375,-96.63
27768,Class A,1972-07-15,32.36,-96.66
28873,Class A,2007-11-15,30.31363,-95.17966
29092,Class A,2011-04-03,32.19202,-95.35257
30238,Class A,2011-06-30,32.675,-97.61
30504,Class A,2011-08-27,32.675,-97.61
31912,Class A,1972-07-15,32.24271,-95.12872
45649,Class A,1993-04-15,29.32862,-97.77225
58136,Class A,1982-02-06,33.211,-94.0765
67313,Class A,2000-10-01,33.01,-94.44
2115,Class A,1994-05-19,37.8058,-111.3481
2352,Class A,1996-05-04,40.3857,-111.6992
3022,Class A,1977-09-15,40.028,-110.9315
9962,Class A,1962-05-01,41.5,-111.75
10123,Class A,2004-12-25,40.5,-109.9
15336,Class A,2006-08-15,38.225,-112.35
16470,Class A,1977-10-19,41.43135,-111.4988
17287,Class A,1997-11-20,38,-112.5
23264,Class A,2005-09-14,40.0445,-111.5447
23822,Class A,1999-09-20,41.5343,-111.5281
25154,Class A,2004-10-15,40.92128,-111.0837
25265,Class A,2008-12-07,40.86765,-109.5143
26179,Class A,2002-02-13,37.182,-113.7382
26948,Class A,2006-10-21,41.7086,-112.0179
29013,Class A,2005-01-05,41.96181,-111.5333
29690,Class A,2004-03-04,40.91689,-111.8038
679,Class A,1957-07-01,38.52019,-77.36115
1769,Class A,1992-07-01,38.05408,-79.77946
2281,Class A,1997-03-29,37.29854,-80.82856
2283,Class A,1993-07-01,38.36911,-78.53718
2284,Class A,1998-05-30,37.02759,-80.38748
2285,Class A,1984-04-08,37.22647,-81.09017
4077,Class A,2002-04-04,37.2423,-80.13276
4103,Class A,1978-08-01,37.72693,-76.6658
7294,Class A,1998-12-15,38.02516,-77.97089
7392,Class A,1970-05-16,36.63931,-78.55758
9842,Class A,2003-12-07,37.585,-79.052
10082,Class A,2004-12-21,37.06266,-79.82829
14952,Class A,2006-06-02,37.44378,-77.6257
17730,Class A,1992-12-22,36.74465,-80.98215
18623,Class A,1972-11-18,37.54,-79.57
22865,Class A,1990-08-11,37.3557,-80.5378
23400,Class A,1973-06-13,38.741,-77.23238
24325,Class A,2007-09-29,36.745,-80.48
24569,Class A,1970-09-16,38.73048,-78.33453
29305,Class A,2011-05-03,37.047,-77.90815
30006,Class A,2002-02-16,38.9766,-78.6205
30258,Class A,2003-09-13,38.48342,-77.34673
30462,Class A,1976-10-15,36.5587,-79.36079
35477,Class A,1970-05-15,39.14588,-77.67422
36072,Class A,2011-10-14,36.62492,-81.48593
40645,Class A,1981-09-19,37.248,-77.354
40959,Class A,2013-04-23,38.98773,-78.20517
71904,Class A,1994-11-15,38.61792,-77.52767
13285,Class A,2005-10-08,43.4654,-72.7051
406,Class A,1984-09-01,46.05333,-122.6228
423,Class A,2000-10-08,47.3178,-121.2802
495,Class A,2000-10-07,47.0274,-122.3003
889,Class A,1991-07-15,46.295,-121.5478
898,Class A,1984-07-08,48.65528,-117.7619
930,Class A,1984-07-18,48.1609,-124.7312
933,Class A,1989-06-14,45.8581,-122.4089
938,Class A,1991-09-15,46.37944,-117.9458
939,Class A,2000-01-24,46.48917,-117.9592
940,Class A,1984-07-14,46.1903,-123.1175
941,Class A,1981-09-15,47.7079,-122.9179
946,Class A,1995-07-01,46.9782,-123.3893
956,Class A,1982-11-26,47.425,-121.4142
958,Class A,1994-10-01,47.33694,-123.5894
959,Class A,1997-10-15,47.2475,-123.8886
986,Class A,1982-10-15,45.81611,-121.5708
1077,Class A,1995-04-17,47.8925,-122.0111
1102,Class A,1996-11-01,46.7818,-123.8793
1106,Class A,2001-01-04,47.9261,-123.3769
1113,Class A,1981-07-02,48.78389,-117.8106
1225,Class A,1997-07-03,47.41306,-123.8792
1226,Class A,1972-08-31,47.0033,-123.4822
1382,Class A,1984-10-17,47.2831,-121.9258
1383,Class A,1973-04-18,47.29944,-122.1806
1388,Class A,1990-06-18,47.1826,-121.7713
1390,Class A,1991-06-22,47.5279,-122.3454
1393,Class A,1988-06-25,47.7613,-122.7063
1395,Class A,1991-04-13,45.75806,-121.2303
1495,Class A,1960-07-18,47.1305,-123.0966
1504,Class A,1982-07-03,48.0985,-123.3261
1529,Class A,2000-09-20,48.0028,-121.9572
1568,Class A,1993-10-15,47.27667,-122.8858
1570,Class A,1998-09-12,48.75528,-117.4214
1571,Class A,1991-05-10,48.74111,-117.4161
1573,Class A,1996-10-26,48.65083,-117.3347
1587,Class A,1990-05-03,46.94913,-122.6869
1594,Class A,1997-11-28,47.01278,-121.4642
1595,Class A,1979-12-07,47.3704,-122.782
1596,Class A,1967-08-16,46.94917,-122.6869
1600,Class A,1991-06-08,46.71833,-122.1767
1602,Class A,1995-06-10,47.01278,-121.4642
1617,Class A,1986-08-09,48.36861,-122.2778
1621,Class A,1969-03-05,45.66194,-122.0144
1644,Class A,1967-10-18,46.385,-122.1379
1645,Class A,1971-08-27,46.27583,-122.2083
1650,Class A,1997-11-20,46.15194,-122.1572
1651,Class A,1978-04-29,45.62778,-122.0194
1652,Class A,1972-05-22,45.74639,-122.2375
1670,Class A,1958-05-14,48.2475,-121.9425
1671,Class A,1980-01-11,48.11556,-122.0958
1672,Class A,1980-06-28,48.1472,-121.3819
1673,Class A,1988-07-13,47.9817,-122.0447
1674,Class A,2000-02-06,47.7853,-121.6647
1682,Class A,1977-07-29,46.803,-122.4133
1683,Class A,1984-05-16,46.985,-122.7669
1685,Class A,1996-08-16,46.9974,-122.1694
1686,Class A,1996-08-30,46.71444,-120.6694
1687,Class A,1997-10-25,46.97944,-121.0939
1689,Class A,1941-10-15,46.24639,-120.8681
1707,Class A,1980-04-15,45.69833,-121.7753
1722,Class A,1975-05-25,48.21167,-121.6769
1723,Class A,1948-05-15,47.93722,-123.82
1724,Class A,1975-10-11,47.1772,-122.1852
1730,Class A,1975-10-13,47.2416,-122.1833
1749,Class A,1977-08-27,48.8178,-122.1656
1772,Class A,2000-10-11,46.5672,-122.2963
1776,Class A,2000-04-15,46.55861,-122.2739
1777,Class A,2000-04-15,46.55861,-122.2739
1781,Class A,1996-02-25,46.5579,-122.2988
1809,Class A,1973-05-19,47.4549,-122.2825
1880,Class A,1977-12-29,48.1278,-121.7692
1925,Class A,1976-01-30,48.36361,-120.1211
1973,Class A,1967-03-15,46.23361,-119.3172
2017,Class A,1999-04-15,46.61583,-122.4369
2047,Class A,1980-05-24,48.2681,-121.3314
2070,Class A,2004-10-17,47.35305,-120.2955
2195,Class A,2001-03-11,46.03944,-118.0711
2196,Class A,2001-03-08,46.0675,-118.0519
2303,Class A,2001-04-25,46.9382,-122.382
2599,Class A,1982-06-02,46.9705,-123.6288
2600,Class A,1996-05-26,48.95835,-119.7084
2744,Class A,1984-01-15,45.7811,-122.5322
3038,Class A,2001-06-11,46.0722,-121.3055
3107,Class A,2001-09-09,48.5149,-121.2543
3150,Class A,1965-07-30,47.3338,-121.2309
3202,Class A,2001-09-01,46.67111,-121.5863
3281,Class A,2004-10-10,46.96515,-122.69
3400,Class A,1992-01-01,46.766,-122.1652
3438,Class A,1995-05-26,47.0466,-121.51
3518,Class A,1984-10-20,48.86,-121.6738
4301,Class A,2002-05-09,46.3261,-122.4988
4335,Class A,1999-06-15,47.6068,-121.9008
4353,Class A,1952-07-01,46.1911,-123.1875
4359,Class A,2002-05-18,46.3758,-122.5855
4380,Class A,1994-07-15,46.7002,-122.1983
4452,Class A,1982-08-15,47.0183,-121.5344
4583,Class A,1977-08-14,47.6181,-121.3114
4737,Class A,2001-05-13,46.6622,-122.9627
4738,Class A,2002-08-03,45.8083,-121.9063
4779,Class A,1999-10-20,46.3105,-122.028
